timestamp,task,status,execution_time
2024-05-08 10:57:04.948131,Extract,Success,1.0345852375030518
2024-05-08 10:57:07.189014,Load,Success,2.0562658309936523
2024-05-08 16:00:02.742979,Extract,Success,0.6200039386749268
2024-05-08 16:00:04.495979,Load,Success,1.62687349319458
2024-05-08 16:00:19.629401,Transform,Success,15.128892660140991
2024-05-08 16:28:16.311769,Extract,Success,0.6172394752502441
2024-05-08 16:28:18.074055,Load,Success,1.622344732284546
2024-05-08 16:28:47.004318,Transform,Success,28.925081491470337
2024-05-08 16:30:30.221568,Extract,Success,0.5290958881378174
2024-05-08 16:30:31.921508,Load,Success,1.5752639770507812
2024-05-08 16:31:46.743767,Transform,Success,74.8175060749054
2024-05-08 16:40:23.089946,Extract,Success,0.5583806037902832
2024-05-08 16:40:24.838264,Load,Success,1.6100366115570068
2024-05-08 16:41:17.180547,Transform,Success,52.33795428276062
